study_id,genome_accession,current_status,genome_label,biosample,route,resolved_assembly,source_url,resolved_organism,strain_verified,note,collision,downloaded,bytes,new_status,promoted,scale,contigs,bases
297c364c-b154-4edd-a7d5-68decf9effa2.4,2561511114,absent,Salinispora arenicola CNY694,,strain_name,GCF_059570655.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/655/GCF_059570655.1_ASM5957065v1/GCF_059570655.1_ASM5957065v1_genomic.gbff.gz,Salinispora arenicola CNY694 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Salinispora arenicola CNY694', not an accession -- review",,yes,15016167,sequence_ok,promoted,isolate_scale,109,5792452
297c364c-b154-4edd-a7d5-68decf9effa2.4,2561511115,absent,Salinispora arenicola CNY230,,strain_name,GCF_059569915.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/569/915/GCF_059569915.1_ASM5956991v1/GCF_059569915.1_ASM5956991v1_genomic.gbff.gz,Salinispora arenicola CNY230 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Salinispora arenicola CNY230', not an accession -- review",,yes,15632540,sequence_ok,promoted,isolate_scale,95,6066259
297c364c-b154-4edd-a7d5-68decf9effa2.4,2563366517,absent,Salinispora pacifica CNY703,,unresolved,,,,,no assembly found for Salinispora pacifica CNY703,,,,no_route,skipped_not_sequence,,,
297c364c-b154-4edd-a7d5-68decf9effa2.4,2563366531,absent,Salinispora pacifica CNY646,,unresolved,,,,,no assembly found for Salinispora pacifica CNY646,,,,no_route,skipped_not_sequence,,,
297c364c-b154-4edd-a7d5-68decf9effa2.4,2563366532,absent,Salinispora pacifica CNY666,,strain_name,GCF_059570675.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/675/GCF_059570675.1_ASM5957067v1/GCF_059570675.1_ASM5957067v1_genomic.gbff.gz,Salinispora goodfellowii (high G+C Gram-positive bacteria),no,"matched on strain label 'Salinispora pacifica CNY666', not an accession -- review || WRONG STRAIN: asked for 'CNY666', assembly is 'Salinispora goodfellowii' -- not promoted",,yes,14931056,sequence_ok,skipped_wrong_strain,isolate_scale,106,5726457
297c364c-b154-4edd-a7d5-68decf9effa2.4,2563366533,absent,Salinispora pacifica CNY673,,unresolved,,,,,no assembly found for Salinispora pacifica CNY673,,,,no_route,skipped_not_sequence,,,
297c364c-b154-4edd-a7d5-68decf9effa2.4,2563366534,absent,Salinispora pacifica CNY363,,strain_name,GCF_059569975.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/569/975/GCF_059569975.1_ASM5956997v1/GCF_059569975.1_ASM5956997v1_genomic.gbff.gz,Salinispora pacifica CNY363 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Salinispora pacifica CNY363', not an accession -- review",,yes,15662206,sequence_ok,promoted,isolate_scale,211,5879613
297c364c-b154-4edd-a7d5-68decf9effa2.4,2563366539,absent,Salinispora pacifica CNY498,,strain_name,GCF_059570745.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/745/GCF_059570745.1_ASM5957074v1/GCF_059570745.1_ASM5957074v1_genomic.gbff.gz,Salinispora pacifica CNY498 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Salinispora pacifica CNY498', not an accession -- review || CONFLICT: assembly also matched by 2516493032, 2516653042, 2517287019, 2517287023, 2517434008, 2517572194, 2548876972, which names a different strain -- at most one is correct",2516493032|2516653042|2517287019|2517287023|2517434008|2517572194|2548876972,yes,14113795,sequence_ok,promoted,isolate_scale,74,5455855
297c364c-b154-4edd-a7d5-68decf9effa2.4,2563366734,absent,Salinispora arenicola CNY685,,strain_name,GCF_059570035.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/035/GCF_059570035.1_ASM5957003v1/GCF_059570035.1_ASM5957003v1_genomic.gbff.gz,Salinispora arenicola CNY685 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Salinispora arenicola CNY685', not an accession -- review",,yes,16582791,sequence_ok,promoted,isolate_scale,192,6269423
297c364c-b154-4edd-a7d5-68decf9effa2.4,2565956527,absent,Salinispora arenicola CNS296,,strain_name,GCF_059570245.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/245/GCF_059570245.1_ASM5957024v1/GCF_059570245.1_ASM5957024v1_genomic.gbff.gz,Salinispora arenicola CNS296 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Salinispora arenicola CNS296', not an accession -- review",,yes,14713743,sequence_ok,promoted,isolate_scale,47,5797291
297c364c-b154-4edd-a7d5-68decf9effa2.4,2565956528,absent,Salinispora arenicola CNS820,,strain_name,GCF_059570735.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/735/GCF_059570735.1_ASM5957073v1/GCF_059570735.1_ASM5957073v1_genomic.gbff.gz,Salinispora arenicola CNS820 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Salinispora arenicola CNS820', not an accession -- review || CONFLICT: assembly also matched by 2516143022, 2548876909, 2814122978, 641228504, GCF_000018265.1, which names a different strain -- at most one is correct",2516143022|2548876909|2814122978|641228504|GCF_000018265.1,yes,14362184,sequence_ok,promoted,isolate_scale,66,5606043
297c364c-b154-4edd-a7d5-68decf9effa2.4,2571042006,absent,Salinispora pacifica CNH732,,strain_name,GCF_059570375.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/375/GCF_059570375.1_ASM5957037v1/GCF_059570375.1_ASM5957037v1_genomic.gbff.gz,Salinispora pacifica CNH732 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Salinispora pacifica CNH732', not an accession -- review",,yes,13426985,sequence_ok,promoted,isolate_scale,68,5188493
297c364c-b154-4edd-a7d5-68decf9effa2.4,2571042007,absent,Salinispora arenicola CNH713,,strain_name,GCF_059570275.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/275/GCF_059570275.1_ASM5957027v1/GCF_059570275.1_ASM5957027v1_genomic.gbff.gz,Salinispora arenicola CNH713 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Salinispora arenicola CNH713', not an accession -- review",,yes,13970517,sequence_ok,promoted,isolate_scale,43,5505299
297c364c-b154-4edd-a7d5-68decf9effa2.4,2571042008,absent,Salinispora pacifica CNR510,,strain_name,GCF_059570235.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/235/GCF_059570235.1_ASM5957023v1/GCF_059570235.1_ASM5957023v1_genomic.gbff.gz,Salinispora pacifica CNR510 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Salinispora pacifica CNR510', not an accession -- review",,yes,14924235,sequence_ok,promoted,isolate_scale,104,5715131
297c364c-b154-4edd-a7d5-68decf9effa2.4,2571042009,absent,Salinispora arenicola CNS325,,strain_name,GCF_059569875.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/569/875/GCF_059569875.1_ASM5956987v1/GCF_059569875.1_ASM5956987v1_genomic.gbff.gz,Salinispora arenicola CNS325 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Salinispora arenicola CNS325', not an accession -- review",,yes,14257590,sequence_ok,promoted,isolate_scale,59,5577349
297c364c-b154-4edd-a7d5-68decf9effa2.4,2571042016,absent,Salinispora arenicola CNS342,,strain_name,GCF_059570495.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/495/GCF_059570495.1_ASM5957049v1/GCF_059570495.1_ASM5957049v1_genomic.gbff.gz,Salinispora arenicola CNS342 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Salinispora arenicola CNS342', not an accession -- review",,yes,14316896,sequence_ok,promoted,isolate_scale,77,5586402
297c364c-b154-4edd-a7d5-68decf9effa2.4,2571042345,absent,Salinispora arenicola CNS848,,strain_name,GCF_059570315.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/315/GCF_059570315.1_ASM5957031v1/GCF_059570315.1_ASM5957031v1_genomic.gbff.gz,Salinispora arenicola CNS848 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Salinispora arenicola CNS848', not an accession -- review",,yes,15483723,sequence_ok,promoted,isolate_scale,84,6036042
297c364c-b154-4edd-a7d5-68decf9effa2.4,2814122978,absent,Salinispora arenicola CNH643|Salinispora arenicola CNH713|Salinispora arenicola CNH905|Salinispora arenicola CNH964|Salinispora arenicola CNS296|Salinispora arenicola CNS325|Salinispora arenicola CNS673|Salinispora arenicola CNS744|Salinispora arenicola CNS820|Salinispora arenicola CNS991|Salinispora arenicola CNT798|Salinispora arenicola CNT799|Salinispora arenicola CNT850|Salinispora arenicola CNY231|Salinispora arenicola CNY260|Salinispora arenicola CNY486|Salinispora arenicola CNY679|Salinispora arenicola CNY685|Salinispora pacifica CNS996|Salinispora tropica CNB440,,strain_name,GCF_059570735.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/735/GCF_059570735.1_ASM5957073v1/GCF_059570735.1_ASM5957073v1_genomic.gbff.gz,Salinispora arenicola CNS820 (high G+C Gram-positive bacteria),no,"matched on strain label 'Salinispora arenicola CNH643', not an accession -- review || WRONG STRAIN: asked for 'CNH643', assembly is 'Salinispora arenicola CNS820' -- not promoted || CONFLICT: assembly also matched by 2516143022, 2548876909, 2565956528, 641228504, GCF_000018265.1, which names a different strain -- at most one is correct",2516143022|2548876909|2565956528|641228504|GCF_000018265.1,cached,14362184,sequence_ok,skipped_wrong_strain,isolate_scale,66,5606043
297c364c-b154-4edd-a7d5-68decf9effa2.4,2816332174,absent,Streptomyces albus,SAMN12024760,strain_name,GCF_050367005.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/367/005/GCF_050367005.1_SALCHL_v1/GCF_050367005.1_SALCHL_v1_genomic.gbff.gz,Streptomyces albus subsp. chlorinus (high G+C Gram-positive bacteria),yes,SAMN12024760[BioSample] found nothing; matched on strain label 'Streptomyces albus' instead -- review,,yes,18712604,sequence_ok,promoted,isolate_scale,2,7611379
297c364c-b154-4edd-a7d5-68decf9effa2.4,640427140,absent,Salinispora tropica CNB440,,strain_name,GCF_059570555.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/555/GCF_059570555.1_ASM5957055v1/GCF_059570555.1_ASM5957055v1_genomic.gbff.gz,Salinispora tropica CNY681 (high G+C Gram-positive bacteria),no,"matched on strain label 'Salinispora tropica CNB440', not an accession -- review || WRONG STRAIN: asked for 'CNB440', assembly is 'Salinispora tropica CNY681' -- not promoted || CONFLICT: assembly also matched by 2561511108, which names a different strain -- at most one is correct",2561511108,yes,12929997,sequence_ok,skipped_wrong_strain,isolate_scale,56,4996884
297c364c-b154-4edd-a7d5-68decf9effa2.4,641228504,absent,Salinispora arenicola CNS205,,strain_name,GCF_059570735.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/735/GCF_059570735.1_ASM5957073v1/GCF_059570735.1_ASM5957073v1_genomic.gbff.gz,Salinispora arenicola CNS820 (high G+C Gram-positive bacteria),no,"matched on strain label 'Salinispora arenicola CNS205', not an accession -- review || WRONG STRAIN: asked for 'CNS205', assembly is 'Salinispora arenicola CNS820' -- not promoted || CONFLICT: assembly also matched by 2516143022, 2548876909, 2565956528, 2814122978, which names a different strain -- at most one is correct",2516143022|2548876909|2565956528|2814122978,cached,14362184,sequence_ok,skipped_wrong_strain,isolate_scale,66,5606043
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000156435.1,absent,Streptomyces ghanaensis,SAMN02595233,assembly_accession,GCF_000156435.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/156/435/GCF_000156435.1_ASM15643v1/GCF_000156435.1_ASM15643v1_genomic.gbff.gz,Streptomyces viridosporus ATCC 14672 (high G+C Gram-positive bacteria),,,,yes,21156511,sequence_ok,promoted,isolate_scale,3,8511919
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000156695.2,absent,Streptomyces roseosporus,SAMN02595236,assembly_accession,GCF_000156695.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/156/695/GCF_000156695.2_ASM15669v2/GCF_000156695.2_ASM15669v2_genomic.gbff.gz,Streptomyces filamentosus NRRL 11379 (high G+C Gram-positive bacteria),,,,yes,20286975,sequence_ok,promoted,isolate_scale,1,7851943
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000158915.1,absent,Streptomyces hygroscopicus,SAMN02595299,assembly_accession,GCF_000158915.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/915/GCF_000158915.1_ASM15891v1/GCF_000158915.1_ASM15891v1_genomic.gbff.gz,Streptomyces himastatinicus ATCC 53653 (high G+C Gram-positive bacteria),,,,yes,26943284,sequence_ok,promoted,isolate_scale,2,11030030
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000213055.1,absent,Streptomyces sp. Tu6071,SAMN02470040,assembly_accession,GCF_000213055.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/055/GCF_000213055.1_ASM21305v1/GCF_000213055.1_ASM21305v1_genomic.gbff.gz,Streptomyces sp. Tu6071 (high G+C Gram-positive bacteria),,,,yes,18347441,sequence_ok,promoted,isolate_scale,2,7506727
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000240165.1,absent,Streptomyces cattleya,SAMN02603879,assembly_accession,GCF_000240165.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/165/GCF_000240165.1_ASM24016v1/GCF_000240165.1_ASM24016v1_genomic.gbff.gz,Streptantibioticus cattleyicolor NRRL 8057 = DSM 46488 (high G+C Gram-positive bacteria),,,,yes,20197714,sequence_ok,promoted,isolate_scale,2,8095515
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000377125.1,absent,Streptomyces sp. CNS335,SAMN02440454,assembly_accession,GCF_000377125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/125/GCF_000377125.1_ASM37712v1/GCF_000377125.1_ASM37712v1_genomic.gbff.gz,Streptomyces sp. CNS335 (high G+C Gram-positive bacteria),,,,yes,21191123,sequence_ok,promoted,isolate_scale,93,8591972
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000377145.1,absent,Streptomyces sp. CNT372,SAMN02441678,assembly_accession,GCF_000377145.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/145/GCF_000377145.1_ASM37714v1/GCF_000377145.1_ASM37714v1_genomic.gbff.gz,Streptomyces sp. CNT372 (high G+C Gram-positive bacteria),,,,yes,15751782,sequence_ok,promoted,isolate_scale,40,6456450
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000377165.1,absent,Streptomyces sp. CNY243,SAMN02441361,assembly_accession,GCF_000377165.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/165/GCF_000377165.1_ASM37716v1/GCF_000377165.1_ASM37716v1_genomic.gbff.gz,Streptomyces sp. CNY243 (high G+C Gram-positive bacteria),,,,yes,20715159,sequence_ok,promoted,isolate_scale,63,8481985
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000377525.1,absent,Streptomyces sp. CNT302,SAMN02194422,assembly_accession,GCF_000377525.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/525/GCF_000377525.1_ASM37752v1/GCF_000377525.1_ASM37752v1_genomic.gbff.gz,Streptomyces sp. CNT302 (high G+C Gram-positive bacteria),,,,cached,17397450,sequence_ok,promoted,isolate_scale,55,7174271
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000377545.1,absent,Streptomyces sp. CNY228,SAMN02441350,assembly_accession,GCF_000377545.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/545/GCF_000377545.1_ASM37754v1/GCF_000377545.1_ASM37754v1_genomic.gbff.gz,Streptomyces sp. CNY228 (high G+C Gram-positive bacteria),,,,yes,17067230,sequence_ok,promoted,isolate_scale,49,6959154
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000412265.2,absent,Streptomyces sp.MG1,SAMN02471086,assembly_accession,GCF_000412265.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/412/265/GCF_000412265.2_ASM41226v2/GCF_000412265.2_ASM41226v2_genomic.gbff.gz,Streptomyces sp. Mg1 (high G+C Gram-positive bacteria),,,,yes,21623091,sequence_ok,promoted,isolate_scale,4,8716193
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000415505.1,absent,Streptomyces afghanensis,SAMN01893930,assembly_accession,GCF_000415505.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/415/505/GCF_000415505.1_STAFG/GCF_000415505.1_STAFG_genomic.gbff.gz,Streptomyces afghaniensis 772 (high G+C Gram-positive bacteria),,,,yes,32612364,sequence_ok,promoted,isolate_scale,1726,9848774
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000424785.1,absent,Streptomyces sp. CNT360,SAMN02440677,assembly_accession,GCF_000424785.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/785/GCF_000424785.1_ASM42478v1/GCF_000424785.1_ASM42478v1_genomic.gbff.gz,Streptomyces sp. CNT360 (high G+C Gram-positive bacteria),,,,yes,18558424,sequence_ok,promoted,isolate_scale,41,7720660
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000424805.1,absent,Streptomyces sp. CNQ865,SAMN02195009,assembly_accession,GCF_000424805.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/805/GCF_000424805.1_ASM42480v1/GCF_000424805.1_ASM42480v1_genomic.gbff.gz,Streptomyces sp. CNQ865 (high G+C Gram-positive bacteria),,,,yes,21106351,sequence_ok,promoted,isolate_scale,101,8612798
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000424825.1,absent,Streptomyces sp. CNH287,SAMN02441484,assembly_accession,GCF_000424825.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/825/GCF_000424825.1_ASM42482v1/GCF_000424825.1_ASM42482v1_genomic.gbff.gz,Streptomyces sp. CNH287 (high G+C Gram-positive bacteria),,,,yes,16727913,sequence_ok,promoted,isolate_scale,48,6788521
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000424845.1,absent,Streptomyces sp. TAA040,SAMN02440678,assembly_accession,GCF_000424845.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/845/GCF_000424845.1_ASM42484v1/GCF_000424845.1_ASM42484v1_genomic.gbff.gz,Streptomyces sp. TAA040 (high G+C Gram-positive bacteria),,,,yes,13112253,sequence_ok,promoted,isolate_scale,74,5311812
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000424965.1,absent,Streptomyces sp. TAA204,SAMN02441152,assembly_accession,GCF_000424965.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/965/GCF_000424965.1_ASM42496v1/GCF_000424965.1_ASM42496v1_genomic.gbff.gz,Streptomyces sp. TAA204 (high G+C Gram-positive bacteria),,,,yes,15811533,sequence_ok,promoted,isolate_scale,39,6582155
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000426165.1,absent,Streptomyces sp. TAA486,SAMN02440637,assembly_accession,GCF_000426165.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/165/GCF_000426165.1_ASM42616v1/GCF_000426165.1_ASM42616v1_genomic.gbff.gz,Streptomyces sp. TAA486 (high G+C Gram-positive bacteria),,,,yes,17086172,sequence_ok,promoted,isolate_scale,36,7069448
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000426325.1,absent,Streptomyces sp. CNS606,SAMN02441534,assembly_accession,GCF_000426325.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/325/GCF_000426325.1_ASM42632v1/GCF_000426325.1_ASM42632v1_genomic.gbff.gz,Streptomyces sp. CNS606 (high G+C Gram-positive bacteria),,,,yes,14587132,sequence_ok,promoted,isolate_scale,67,5932917
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000482585.1,absent,Streptomyces sp. CNQ329,SAMN02441102,assembly_accession,GCF_000482585.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/482/585/GCF_000482585.1_ASM48258v1/GCF_000482585.1_ASM48258v1_genomic.gbff.gz,Streptomyces sp. CNQ329 (high G+C Gram-positive bacteria),,,,yes,17888328,sequence_ok,promoted,isolate_scale,151,7185226
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000514715.1,absent,Streptomyces sp. CNH099,SAMN02597242,assembly_accession,GCF_000514715.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/514/715/GCF_000514715.1_ASM51471v1/GCF_000514715.1_ASM51471v1_genomic.gbff.gz,Streptomyces sp. CNH099 (high G+C Gram-positive bacteria),,,,yes,18711607,sequence_ok,promoted,isolate_scale,99,8138922
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000514995.1,absent,Streptomyces sp. CNT371,SAMN02597256,assembly_accession,GCF_000514995.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/514/995/GCF_000514995.1_ASM51499v1/GCF_000514995.1_ASM51499v1_genomic.gbff.gz,Streptomyces sp. CNT371 (high G+C Gram-positive bacteria),,,,yes,21034781,sequence_ok,promoted,isolate_scale,88,8597758
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000515055.1,absent,Streptomyces sp. CNR698,SAMN02597259,assembly_accession,GCF_000515055.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/515/055/GCF_000515055.1_ASM51505v1/GCF_000515055.1_ASM51505v1_genomic.gbff.gz,Streptomyces sp. CNR698 (high G+C Gram-positive bacteria),,,,yes,18054637,sequence_ok,promoted,isolate_scale,72,7496553
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000527195.1,absent,Streptomyces sp. CNH189,SAMN02597197,assembly_accession,GCF_000527195.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/527/195/GCF_000527195.1_ASM52719v1/GCF_000527195.1_ASM52719v1_genomic.gbff.gz,Streptomyces sp. CNH189 (high G+C Gram-positive bacteria),,,,yes,18086989,sequence_ok,promoted,isolate_scale,61,7327324
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_000739105.1,absent,Streptomyces lividans,SAMN02947304,assembly_accession,GCF_000739105.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/105/GCF_000739105.1_ASM73910v1/GCF_000739105.1_ASM73910v1_genomic.gbff.gz,Streptomyces lividans TK24 (high G+C Gram-positive bacteria),,,,yes,20951197,sequence_ok,promoted,isolate_scale,1,8345283
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCA_003610995.1,absent,Streptomyces griseus,SAMN10130993,assembly_accession,GCF_003610995.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/610/995/GCF_003610995.1_ASM361099v1/GCF_003610995.1_ASM361099v1_genomic.gbff.gz,Streptomyces griseus subsp. griseus (high G+C Gram-positive bacteria),,,,yes,17238223,sequence_ok,promoted,isolate_scale,1,7238194
297c364c-b154-4edd-a7d5-68decf9effa2.4,GCF_000203835.1,absent,Streptomyces coelicolor,SAMEA1705940,assembly_accession,GCF_000203835.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/835/GCF_000203835.1_ASM20383v1/GCF_000203835.1_ASM20383v1_genomic.gbff.gz,Streptomyces coelicolor A3(2) (high G+C Gram-positive bacteria),,,,yes,22692374,sequence_ok,promoted,isolate_scale,3,9054847
472fea93-f603-40cc-beb1-ec2dbb24fb10.2,NZ_AHCD00000000.2,absent,Pseudoalteromonas rubra,SAMN02470921,strain_name,GCF_000238295.3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/295/GCF_000238295.3_ASM23829v4/GCF_000238295.3_ASM23829v4_genomic.gbff.gz,Pseudoalteromonas rubra (g-proteobacteria),yes,SAMN02470921[BioSample] found nothing; matched on strain label 'Pseudoalteromonas rubra' instead -- review,,yes,15762852,sequence_ok,promoted,isolate_scale,44,6143755
472fea93-f603-40cc-beb1-ec2dbb24fb10.2,NZ_NBOC00000000.1,absent,Colwellia chukchiensis,SAMN06626651,biosample,GCF_002104455.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/104/455/GCF_002104455.1_ASM210445v1/GCF_002104455.1_ASM210445v1_genomic.gbff.gz,Colwellia chukchiensis (g-proteobacteria),,,,yes,9967639,sequence_ok,promoted,isolate_scale,44,4035170
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000018265.1,absent,Salinispora arenicola CNS205,,strain_name,GCF_059570735.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/059/570/735/GCF_059570735.1_ASM5957073v1/GCF_059570735.1_ASM5957073v1_genomic.gbff.gz,Salinispora arenicola CNS820 (high G+C Gram-positive bacteria),no,"GCF_000018265.1 found nothing; matched on strain label 'Salinispora arenicola CNS205' instead -- review || WRONG STRAIN: asked for 'CNS205', assembly is 'Salinispora arenicola CNS820' -- not promoted || CONFLICT: assembly also matched by 2516143022, 2548876909, 2565956528, 2814122978, which names a different strain -- at most one is correct",2516143022|2548876909|2565956528|2814122978,yes,14362184,sequence_ok,skipped_wrong_strain,isolate_scale,66,5606043
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000373825.1,absent,Salinispora arenicola CNT849,,assembly_accession,GCF_000373825.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/373/825/GCF_000373825.1_ASM37382v1/GCF_000373825.1_ASM37382v1_genomic.gbff.gz,Salinispora arenicola CNT849 (high G+C Gram-positive bacteria),,,,yes,14182195,sequence_ok,promoted,isolate_scale,51,5720436
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000374665.1,absent,Salinispora pacifica CNR942,,assembly_accession,GCF_000374665.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/665/GCF_000374665.1_ASM37466v1/GCF_000374665.1_ASM37466v1_genomic.gbff.gz,Salinispora fenicalii (high G+C Gram-positive bacteria),,"|| CONFLICT: assembly also matched by 2515154124, which names a different strain -- at most one is correct",2515154124,yes,13704144,sequence_ok,promoted,isolate_scale,52,5473304
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000374685.1,absent,Salinispora pacifica CNS055,,assembly_accession,GCF_000374685.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/685/GCF_000374685.1_ASM37468v1/GCF_000374685.1_ASM37468v1_genomic.gbff.gz,Salinispora pacifica CNS055 (high G+C Gram-positive bacteria),,,,yes,13256251,sequence_ok,promoted,isolate_scale,62,5263298
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000374725.1,absent,Salinispora pacifica CNS863,,assembly_accession,GCF_000374725.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/725/GCF_000374725.1_ASM37472v1/GCF_000374725.1_ASM37472v1_genomic.gbff.gz,Salinispora pacifica DSM 45543 = CNS-863 (high G+C Gram-positive bacteria),,,,yes,13780734,sequence_ok,promoted,isolate_scale,70,5438612
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000375025.1,absent,Salinispora arenicola CNP193,,assembly_accession,GCF_000375025.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/375/025/GCF_000375025.1_ASM37502v1/GCF_000375025.1_ASM37502v1_genomic.gbff.gz,Salinispora arenicola CNP193 (high G+C Gram-positive bacteria),,,,yes,14519305,sequence_ok,promoted,isolate_scale,79,5766351
