row ID,row m/z,row retention time,1-1A01.mzML Peak area,2-6D03.mzML Peak area,3-B2R04.mzML Peak area,4-B2R08.mzML Peak area,5-B2R09.mzML Peak area,6-C2M19.mzML Peak area,7-C2R07_2.mzML Peak area,8-C3M06.mzML Peak area,9-D3M06.mzML Peak area,10-D3M17.mzML Peak area,11-G1M02.mzML Peak area,bkgrnd-marine-broth.mzML Peak area
677,1105.5736219618057,24406.193333333333,0,0,1,0,1,0,1,1,1,1,0,1
678,1105.5736219618057,24417.77333333333,0,0,1,0,1,0,1,1,1,1,0,1
679,1106.5596245659722,24516.733333333334,0,0,1,0,1,0,1,1,1,1,0,1
680,1106.5596245659722,24528.30666666667,0,0,1,0,1,0,1,1,1,1,0,1
681,1149.5494606711648,25189.68545454545,0,0,1,0,1,0,1,1,1,1,0,0
682,1149.551729642428,25198.63384615385,0,0,1,0,1,0,1,1,1,1,0,1
683,1149.564208984375,25172.61,0,0,0,0,0,0,0,0,0,0,0,1
684,1150.541072591146,25401.012,0,0,1,0,0,0,1,0,1,1,0,1
685,1150.5362040201826,25700.28,0,0,0,0,0,1,0,0,0,1,0,0
686,1150.5364827473963,25691.616,0,0,0,0,0,1,1,0,0,1,0,0
687,1150.5406222873269,25426.030000000002,0,1,0,0,0,0,1,0,1,1,0,1
688,1161.549377441406,24746.85,0,0,0,0,0,1,0,0,0,0,0,0
689,1177.580444335938,26507.670000000002,0,0,0,0,0,1,0,0,1,0,0,0
690,1200.554158528646,27126.319999999996,0,0,1,0,1,0,1,1,0,0,0,1
691,1200.5519531250002,27137.579999999998,0,0,1,0,1,0,1,1,0,0,0,1
692,1216.5492960611982,26896.870000000006,0,0,1,0,1,0,1,0,1,0,0,1
693,1216.5473876953129,26890.860000000004,0,0,1,0,1,0,1,0,1,0,0,1
694,1279.5751953125005,25985.699999999997,0,0,0,0,0,1,0,0,0,1,0,0
695,1279.5751953125005,25997.28,0,0,0,0,0,1,0,0,0,1,0,0
